Rank,Player,College,Games,Minitues Per Game,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Year
1036,Wes Eikmeier,CSU,29,25.6,1.5,2.1,0.7,0.0,0.0,2011
1037,Johnny Thomas,MU,30,24.8,4.5,0.6,0.6,0.7,0.7,2011
1038,Robert Olson,L-MD,30,25.2,3.0,1.9,1.0,0.1,0.1,2011
1039,Chandler Rhoads,UNH,30,31.3,3.6,2.8,0.6,0.1,0.1,2011
1040,Keith McDougald,JAC,31,20.3,2.4,0.9,0.9,0.0,0.0,2011
1041,Dino Gregory,UMD,33,29.4,5.8,0.8,0.8,1.3,1.3,2011
1042,Nik Cochran,DAV,33,20.4,2.0,1.7,0.5,0.1,0.1,2011
1043,Jawanza Poland,USF,33,27.0,2.6,1.9,1.1,0.5,0.5,2011
1044,Lazeric Jones,UCLA,34,28.4,2.1,3.6,1.0,0.5,0.5,2011
1045,Tarik Black,UM,35,22.6,5.0,0.3,0.8,1.6,1.6,2011
1046,D.J. Covington,VMI,25,24.8,5.3,0.2,0.6,2.3,2.3,2011
1047,Ashley Hamilton,LMU,25,24.6,5.7,0.9,0.6,0.5,0.5,2011
1048,Shaun Pratl,EIU,28,22.6,4.5,1.6,0.6,0.6,0.6,2011
1049,Gordo Castillo,NMSU,32,26.7,2.7,0.9,0.7,0.1,0.1,2011
1050,Earl Pettis,LU,33,26.6,4.1,2.6,1.2,0.1,0.1,2011
1051,Alex Tyus,UF,36,25.1,6.2,0.8,0.4,0.8,0.8,2011
1052,Jeron Trotman,CCL,26,26.9,6.2,0.8,0.6,1.2,1.2,2011
1053,Delwan Graham,JAC,30,24.5,6.4,1.6,1.1,0.7,0.7,2011
1054,Eddie Rios,TSU,30,23.8,2.0,2.0,1.0,0.0,0.0,2011
1055,Brandon Paul,U of I,34,22.4,3.1,2.1,1.1,0.4,0.4,2011
1056,Seth Curry,DUKE,37,25.0,1.8,2.0,1.4,0.1,0.1,2011
1057,Jaroslav Tyrna,UNO,21,24.9,6.6,1.5,0.7,0.7,0.7,2011
1058,Jelani Hewitt,GSU,32,29.2,3.6,2.5,1.9,0.1,0.1,2011
1059,Kendrick Perry,YSU,30,29.2,3.6,4.1,1.3,0.2,0.2,2011
1060,Curry McKinney,EIU,29,32.1,4.3,2.7,1.4,0.1,0.1,2011
1061,Rakeem Brookins,SC,28,31.6,1.8,4.2,1.6,0.3,0.3,2011
1062,Alex Garcia-Mendoza,UALR,36,25.5,2.9,1.1,0.7,0.1,0.1,2011
1063,Zack Novak,UM,35,35.0,5.8,1.6,0.6,0.1,0.1,2011
1064,Shawn Henderson,U of I,32,28.9,4.7,2.8,1.1,0.0,0.0,2011
1065,O.D. Anosike,SC,31,28.4,6.8,0.5,0.8,0.6,0.6,2011
1066,De'Mon Brooks,DAV,31,18.6,5.1,0.8,0.5,0.4,0.4,2011
1067,Terence Jones,TAMU-CC,31,29.7,1.9,2.6,1.1,0.2,0.2,2011
1068,Mike Cavataio,HC,29,29.7,5.4,2.3,0.7,0.3,0.3,2011
1069,Ashen Ward,YSU,29,27.6,3.3,1.8,0.7,0.1,0.1,2011
1070,Garrett Leffelman,BU,27,28.8,3.0,1.2,0.8,0.5,0.5,2011
1071,Demarquelle Tabb,AAMU,26,22.5,6.0,0.8,1.2,1.7,1.7,2011
1072,Cashmere Wright,UC,35,25.4,2.3,3.9,1.3,0.1,0.1,2011
1073,Christian Kabongo,NMSU,33,25.7,2.9,2.5,0.8,0.1,0.1,2011
1074,Travis King,UMBC,30,23.5,2.4,0.5,0.9,0.1,0.1,2011
1075,Asenso Ampim,COM,28,23.0,6.9,0.8,0.8,0.5,0.5,2011
1076,Mike Pouncy,UCA,28,24.5,3.1,2.2,1.4,0.2,0.2,2011
1077,Matt Dorr,USD,27,31.9,3.3,2.7,0.7,0.1,0.1,2011
1078,Cooper Land,WRST,26,25.7,3.0,0.8,0.6,0.0,0.0,2011
1079,Anthony Hitchens,JMU,33,30.5,2.2,2.0,1.1,0.1,0.1,2011
1080,Ron Burks,VMI,24,26.5,4.5,3.3,1.6,0.3,0.3,2011
1081,Jesse Berry,BSU,32,24.0,1.6,1.3,0.2,0.1,0.1,2011
1082,Alshwan Hymes,CAN,30,23.1,2.0,1.7,0.6,0.1,0.1,2011
1083,Akeem Johnson,SFC,28,23.2,5.0,0.1,0.5,0.5,0.5,2011
1084,Terry Bembry,HBU,28,26.4,6.7,0.5,0.7,0.6,0.6,2011
1085,Gary Dixon,SELU,28,24.5,1.8,1.2,0.9,0.2,0.2,2011
1086,Griffan Callahan,SDSU,31,26.1,4.5,0.8,1.1,0.2,0.2,2011
1087,Kevin White,UMES,31,30.5,2.1,5.2,1.2,0.1,0.1,2011
1088,Dwight Buycks,MU,36,28.1,3.1,3.4,1.1,0.1,0.1,2011
1089,Louis Ellis,NSU,30,21.1,2.3,1.6,1.4,0.2,0.2,2011
1090,Matt Stainbrook,WMY,34,23.8,6.4,0.8,0.5,0.8,0.8,2011
1091,Caleb Brown,APSU,34,31.2,2.8,4.7,1.7,0.1,0.1,2011
1092,Josh Schuler,UND,34,28.8,1.7,2.0,0.8,0.1,0.1,2011
1093,Michael Snaer,FSU,34,28.6,2.7,2.2,0.9,0.2,0.2,2011
1094,Randell Daigle,LA,28,27.0,2.8,2.4,0.6,0.1,0.1,2011
1095,J'hared Hall,L-MD,27,20.3,1.6,1.3,0.8,0.2,0.2,2011
1096,Kenderek Washington,ASU,32,23.7,4.4,0.8,0.7,0.3,0.3,2011
1097,Adrian Bowie,UMD,33,24.9,3.0,3.5,1.1,0.2,0.2,2011
1098,James Beatty,RU,32,32.1,2.9,3.1,1.7,0.2,0.2,2011
1099,Lucas Troutman,ELON,31,20.1,4.1,0.3,0.7,1.5,1.5,2011
1100,"Trevor Deloach, Jr.",UNCW,30,21.2,4.7,0.9,0.6,0.1,0.1,2011
1101,Cam Tatum,UT,34,25.2,3.1,2.3,0.9,0.4,0.4,2011
1102,Seth VanDeest,DU,29,24.2,4.4,1.5,0.5,0.6,0.6,2011
1103,Mike Coburn,RU,32,33.1,1.9,4.0,1.4,0.3,0.3,2011
1104,Trey Finn,ASU,31,29.6,5.5,1.5,1.1,0.3,0.3,2011
1105,Aleek Pauline,NSU,31,36.2,3.7,5.4,1.5,0.1,0.1,2011
1106,Jarrid Famous,USF,31,20.8,5.4,0.4,0.3,0.5,0.5,2011
1107,Korey Van Dussen,UNCG,31,26.0,3.0,2.3,1.1,0.1,0.1,2011
1108,Brian Conklin,SLU,31,21.4,4.3,0.6,0.4,0.4,0.4,2011
1109,Geddes Robinson,UVU,30,28.2,9.4,1.1,0.4,0.3,0.3,2011
1110,Trey McCorkle,IPFW,30,21.5,3.6,0.9,0.2,0.7,0.7,2011
1111,Dewan Clayborn,UCA,22,26.2,2.4,2.3,1.6,0.0,0.0,2011
1112,Marshall Bjorklund,NDSU,29,21.7,5.4,0.6,0.6,0.5,0.5,2011
1113,Deremy Geiger,U of I,32,27.5,2.7,2.6,0.8,0.1,0.1,2011
1114,Allyn Cooks,USA,28,29.7,2.3,3.1,1.2,0.1,0.1,2011
1115,G.W. Boon,BU,34,20.4,3.8,0.6,0.3,0.2,0.2,2011
1116,Lance Pevehouse,SHSU,30,30.8,4.0,2.3,1.3,0.4,0.4,2011
1117,Anthony Brown,SU,30,23.9,3.2,0.8,0.5,0.2,0.2,2011
1118,Darryl Evans,FU,33,30.7,3.0,3.5,1.2,0.2,0.2,2011
1119,Shaquille Johnson,MU,33,26.1,2.9,2.0,0.8,0.2,0.2,2011
1120,Jeremi Booth,ASU,29,23.8,3.1,0.4,0.9,0.1,0.1,2011
1121,Rashon Dwight,IC,35,24.3,2.8,2.4,1.3,0.5,0.5,2011
1122,Andre Williamson,ASU,31,26.9,6.3,0.8,0.3,1.5,1.5,2011
1123,Tyler Hines,UMES,30,25.3,7.5,0.6,0.5,0.3,0.3,2011
1124,Dane DiLiegro,UNH,27,28.4,8.2,0.5,0.6,0.3,0.3,2011
1125,Durann Neil,LONG,30,30.4,2.0,2.9,1.0,0.0,0.0,2011
1126,Kenny Mitchell,,32,20.7,5.1,0.6,0.8,0.4,0.4,2011
1127,Kenyon McNeaill,LTU,32,29.5,2.8,2.4,1.2,0.0,0.0,2011
1128,Michael Messer,SIUE,29,26.0,3.4,1.7,0.6,0.3,0.3,2011
1129,Noah Hartsrock,BYU,37,29.7,6.0,1.6,0.6,1.6,1.6,2011
1130,Mike Douglas,WMY,34,31.6,3.3,4.9,1.6,0.2,0.2,2011
1131,Jaron Lane,UNCA,34,22.1,3.1,0.8,0.8,0.5,0.5,2011
1132,Aaron Carter,ISU,34,22.9,2.9,0.8,0.6,0.5,0.5,2011
1133,Stefan Perunicic,SFC,30,27.5,2.5,0.8,0.6,0.4,0.4,2011
1134,DeAndre Liggins,UK,38,31.6,4.0,2.5,1.2,0.7,0.7,2011
1135,Michael Griffin,PVAMU,27,26.3,2.9,3.4,1.5,0.0,0.0,2011
1136,Bernard James,FSU,34,21.1,5.9,0.2,0.9,2.4,2.4,2011
1137,Pooh Williams,USU,34,25.9,1.6,2.2,0.2,0.1,0.1,2011
1138,Cameron Catlett,UTA,28,22.0,3.2,2.7,0.8,0.0,0.0,2011
1139,Malcolm Armstead,UO,38,27.5,2.9,4.4,2.3,0.0,0.0,2011
1140,Travis Hallam,UD,30,35.7,3.5,2.7,1.0,0.3,0.3,2011
1141,Raheem Singleton,UM,30,23.7,1.9,3.7,0.9,0.0,0.0,2011
1142,Lijah Thompson,RMU,32,20.3,4.4,0.6,0.7,0.7,0.7,2011
1143,Jason Calliste,UDM,31,26.6,2.4,1.2,0.8,0.1,0.1,2011
1144,D.J. Cunningham,UNCA,26,23.5,7.2,0.6,0.7,1.4,1.4,2011
1145,Ken Rancifer,USD,30,20.9,2.7,0.7,0.4,0.4,0.4,2011
1146,Hollis Thompson,GU,32,23.3,4.4,0.7,0.8,0.4,0.4,2011
1147,Art Steward,UM,32,25.1,3.6,1.2,0.8,0.3,0.3,2011
1148,Chase Tapley,SDSU,34,25.5,2.4,1.9,1.3,0.2,0.2,2011
1149,Steve McNees,AKR,36,31.5,2.6,2.8,0.8,0.1,0.1,2011
1150,Dwayne Evans,SLU,31,23.3,6.5,0.7,0.7,0.7,0.7,2011
1151,John Williams,UNCA,28,27.6,5.1,1.0,1.1,1.6,1.6,2011
1152,Blake Smith,RU,28,25.1,3.3,1.6,2.4,0.4,0.4,2011
1153,Javorn Farrell,UMass,28,25.5,4.1,2.3,0.8,0.2,0.2,2011
1154,Devin Ginty,USD,30,28.8,2.3,2.0,0.7,0.0,0.0,2011
1155,Zeke Marshall,AKR,36,22.4,4.9,0.8,0.4,2.5,2.5,2011
1156,Andrew Smith,BU,38,23.9,5.6,0.6,0.7,0.4,0.4,2011
1157,Brandon Davis,LU,29,17.6,2.1,1.5,0.6,0.2,0.2,2011
1158,O.J. Avworo,USNA,31,28.5,2.8,3.5,1.3,0.1,0.1,2011
1159,Juwan Staten,DAY,35,29.1,2.1,5.4,0.8,0.0,0.0,2011
1160,Kyle Davis,SUU,30,19.7,5.3,1.2,0.5,1.0,1.0,2011
1161,Julyan Stone,UTEP,35,36.5,7.5,5.3,1.5,0.6,0.6,2011
1162,Idris Hilliard,SJU,33,31.3,4.7,1.6,0.5,0.3,0.3,2011
1163,Jamar Samuels,KSU,33,24.5,5.4,1.5,0.7,0.5,0.5,2011
1164,Robert Lewandowski,TTU,31,23.5,4.8,0.9,0.3,0.9,0.9,2011
1165,Mitch Rolls,CU,29,29.7,2.4,3.7,0.8,0.1,0.1,2011
1166,Gorkem Sonmez,RU,29,23.2,2.5,1.0,0.7,0.2,0.2,2011
1167,Darryl Roberts,AKR,36,27.6,2.8,1.7,0.7,0.0,0.0,2011
1168,Toney McCray,UNL,32,22.5,4.3,1.3,1.0,0.2,0.2,2011
1169,Sheldon Strickland,CSU,32,25.3,1.9,2.3,1.2,0.0,0.0,2011
1170,Cliff Ederaine,EWU,30,26.5,7.4,1.2,1.0,1.1,1.1,2011
1171,Ari Stewart,WF,30,24.8,4.4,1.1,0.4,0.1,0.1,2011
1172,Charvez Davis,UA,37,28.2,2.1,1.5,0.8,0.1,0.1,2011
1173,Kendrick Hogans,UNT,33,24.9,3.7,0.8,0.5,0.9,0.9,2011
1174,Tony Johnson,LC,31,30.9,4.3,3.8,1.5,0.3,0.3,2011
1175,Anthony Jones,BU,31,29.8,5.2,0.9,0.6,0.4,0.4,2011
1176,Kelvin McConnell,KENN,31,31.1,1.3,1.9,0.7,0.0,0.0,2011
1177,Lamar Kearse,NJIT,27,21.9,2.1,2.1,0.7,0.0,0.0,2011
1178,"Jimmy Williams, Jr.",UNF,34,27.2,5.1,2.4,0.8,0.3,0.3,2011
1179,Dartaye Ruffin,DREX,31,23.3,7.4,0.3,0.6,0.5,0.5,2011
1180,Julysses Nobles,U of A,31,24.8,2.8,3.0,1.1,0.1,0.1,2011
1181,Jamelle Hagins,UD,29,29.4,7.3,0.6,0.7,3.0,3.0,2011
1182,Will Donahue,POLY,30,31.0,8.9,1.5,0.6,0.3,0.3,2011
1183,Rashad Bishop,UC,35,26.6,3.5,1.7,1.0,0.6,0.6,2011
1184,"Alfred Jones, Jr.",TTU,33,22.9,4.7,0.5,0.7,0.5,0.5,2011
1185,Gary Redus,USA,28,29.5,3.8,2.3,1.0,0.9,0.9,2011
1186,David Rufful,DART,28,26.8,4.6,1.1,1.2,0.0,0.0,2011
1187,Kyle Cassity,SLU,31,31.5,2.3,3.4,1.0,0.1,0.1,2011
1188,Larry Davis,LMU,26,22.6,2.2,1.4,0.8,0.1,0.1,2011
1189,James Hollowell,EIU,29,26.3,5.6,1.7,0.9,1.2,1.2,2011
1190,Willis Hall,C of C,37,26.1,5.9,1.2,0.7,0.3,0.3,2011
1191,Jordan Campbell,BEL,35,21.3,3.1,2.1,1.4,0.4,0.4,2011
1192,Mouphtaou Yarou,VILL,33,24.1,7.1,0.4,0.4,1.0,1.0,2011
1193,Paul Williams,DAY,36,26.4,2.6,1.3,0.4,0.2,0.2,2011
1194,Jarvis Williams,UWGB,25,23.8,5.2,0.8,0.8,0.2,0.2,2011
1195,D.J. Richardson,U of I,34,26.8,1.8,1.9,0.7,0.2,0.2,2011
1196,Trent Wiedeman,C of C,37,26.1,6.6,1.1,0.8,1.1,1.1,2011
1197,Sam Goodman,MSU,35,27.1,4.0,1.7,1.3,0.2,0.2,2011
1198,Preston Dodson,CAM,27,27.7,5.3,1.3,0.6,0.6,0.6,2011
1199,Darian Thibodeaux,U of H,30,35.1,2.9,2.1,0.7,0.2,0.2,2011
1200,Jared Maree,UTRGV,27,26.0,3.1,1.1,0.7,0.2,0.2,2011
1201,Kenny Harris,UE,31,26.1,5.9,1.4,1.2,0.5,0.5,2011
1202,Josh Bedwell,SU,31,23.2,2.5,1.7,0.8,0.0,0.0,2011
1203,Bo Amusa,AAMU,28,20.0,4.0,0.6,0.9,1.3,1.3,2011
1204,Vince Goldsberry,CSU,28,23.8,2.2,3.2,1.1,0.1,0.1,2011
1205,Tyshawn Patterson,STET,25,19.3,2.0,1.5,0.8,0.1,0.1,2011
1206,Kaylon Williams,UWM,33,32.8,5.6,5.4,0.8,0.1,0.1,2011
1207,Hugh Robertson,USF,33,30.1,4.3,1.8,1.0,0.3,0.3,2011
1208,Chris Udofia,UD,30,22.9,4.4,1.3,0.7,1.3,1.3,2011
1209,Chris Johnson,SFU,30,29.7,2.5,4.4,1.5,0.1,0.1,2011
1210,Darryl Shazier,BU,34,31.9,3.6,5.4,1.3,0.0,0.0,2011
1211,Milton Jennings,CLEM,34,19.9,5.2,0.6,0.6,0.4,0.4,2011
1212,Kendrick Washington,U of H,23,20.7,4.7,0.8,0.7,0.5,0.5,2011
1213,Garrett Sim,UO,39,26.2,2.3,1.8,0.8,0.1,0.1,2011
1214,Brett Royster,FAU,32,30.2,6.0,0.2,0.4,3.0,3.0,2011
1215,Taylor Braun,NDSU,29,25.0,5.7,2.3,1.0,0.4,0.4,2011
1216,Regis Huddleston,TU,29,20.8,1.5,0.7,0.6,0.0,0.0,2011
1217,Kendall Cutler,USD,31,25.0,3.2,4.5,1.3,0.0,0.0,2011
1218,Aaron Pogue,CSU,36,25.1,6.1,0.7,0.7,0.6,0.6,2011
1219,Kore White,FAU,32,22.7,5.0,0.9,0.7,0.9,0.9,2011
1220,Ben Dowdell,SCU,38,24.7,4.7,0.9,1.1,0.5,0.5,2011
1221,Antonio Barton,UM,35,24.6,2.5,1.7,0.7,0.2,0.2,2011
1222,J.R. Cadot,TCU,32,25.3,6.0,1.1,1.0,0.4,0.4,2011
1223,Travis Lee,TU,24,17.4,1.3,0.5,0.5,0.0,0.0,2011
1224,Matt Glass,UVM,31,22.7,3.9,0.9,0.2,0.4,0.4,2011
1225,Langston Hall,MER,33,33.3,3.1,3.5,1.3,0.3,0.3,2011
1226,Devin Booker,CLEM,34,24.3,5.5,0.7,0.6,0.4,0.4,2011
1227,Freddy Coleman,NDSU,28,23.4,4.8,2.3,1.1,0.3,0.3,2011
1228,Kyle Fogg,U of A,38,25.5,1.8,2.6,0.8,0.2,0.2,2011
1229,Dwight Powell,SU,31,24.4,5.2,1.0,0.8,0.9,0.9,2011
1230,Chad White,SDSU,31,20.3,3.4,1.5,0.4,0.5,0.5,2011
1231,Ben Simons,DU,31,24.5,2.0,1.2,0.4,0.1,0.1,2011
1232,Nemanja Mikic,GW,31,24.1,2.7,0.7,0.4,0.2,0.2,2011
1233,Garrett Johnson,CSUF,31,20.8,2.2,1.2,0.8,0.1,0.1,2011
1234,Delino Dear,U of T,32,25.2,5.0,0.5,0.3,0.7,0.7,2011
1235,C.J. Wilcox,UW,33,15.8,2.1,0.9,0.4,0.3,0.3,2011
1236,Tolga Cerrah,RU,25,28.4,6.0,0.7,0.6,0.6,0.6,2011
1237,Dylon Cormier,L-MD,28,26.7,3.0,1.1,0.9,0.0,0.0,2011
1238,Nyika Williams,PAC,31,18.0,4.4,0.2,0.4,0.7,0.7,2011
1239,DeAntre Jefferson,UTC,32,21.6,6.6,0.8,0.2,0.3,0.3,2011
1240,Adrian Powell,NC A&T,32,25.2,4.1,1.5,1.0,0.6,0.6,2011
1241,Sean Mosley,UMD,33,24.7,3.8,2.2,1.2,0.3,0.3,2011
1242,Shawn Vanzant,BU,38,28.7,3.4,1.7,0.8,0.1,0.1,2011
1243,Kareem Jamar,UM,27,26.3,4.8,1.4,0.7,0.4,0.4,2011
1244,Joseph Katuka,GW,31,21.3,5.0,0.5,0.7,0.9,0.9,2011
1245,Pendarvis Williams,NSU,32,22.2,2.9,1.3,0.6,0.5,0.5,2011
1246,Andre Dawkins,DUKE,37,21.0,1.9,0.6,0.6,0.1,0.1,2011
1247,Quinton Doggett,SUBR,23,19.7,6.5,0.4,0.4,1.0,1.0,2011
1248,K.T. Harrell,UVA,31,22.2,2.1,0.8,0.3,0.1,0.1,2011
1249,Terrence Ross,UW,34,17.4,2.8,1.0,0.6,0.4,0.4,2011
1250,Mitchell Watt,UB,34,21.2,5.3,1.5,0.8,2.2,2.2,2011
1251,Lewis Jackson,PU,34,26.2,3.2,4.0,0.8,0.1,0.1,2011
1252,Javarris Barnett,CHAR,30,28.4,5.0,0.9,0.6,0.3,0.3,2011
1253,Isaac Sosa,UCF,33,25.3,1.8,0.7,0.5,0.1,0.1,2011
1254,Jabari Trotter,DART,28,27.4,2.2,1.2,0.8,0.1,0.1,2011
1255,Zach Bailey,TTU,31,25.4,1.8,1.8,1.1,0.1,0.1,2011
1256,Solomon Hill,U of A,38,25.2,4.7,1.7,0.8,0.2,0.2,2011
1257,D.J. Irving,BU,35,30.6,2.7,3.6,0.8,0.0,0.0,2011
1258,Dustin Ware,UGA,33,33.2,2.9,3.4,0.9,0.1,0.1,2011
1259,Will Egolf,BU,32,23.7,4.1,0.6,0.7,0.6,0.6,2011
1260,Jarryd Cole,UI,31,25.2,6.3,0.5,0.8,0.3,0.3,2011
1261,Falando Jones,MVSU,31,21.5,3.7,1.2,0.8,0.3,0.3,2011
1262,Eddie Williams,SFA,29,32.3,4.9,3.6,1.2,0.1,0.1,2011
1263,Drew Lundberg,NDSU,29,24.4,1.7,2.0,0.4,0.0,0.0,2011
1264,Freddie Riley,UMass,27,18.8,1.7,0.9,0.4,0.2,0.2,2011
1265,Ty Proffitt,MSU,35,32.0,2.1,1.7,0.7,0.0,0.0,2011
1266,Melvin Goins,UT,33,27.2,3.1,2.8,1.7,0.1,0.1,2011
1267,Paris Horne,STJ,33,28.0,2.9,1.6,1.0,0.2,0.2,2011
1268,Allen Roberts,MU,33,24.0,2.5,1.3,0.5,0.2,0.2,2011
1269,Brandon Peterson,ASU,31,27.4,5.6,1.1,0.4,0.9,0.9,2011
1270,Antwaine Wiggins,C of C,36,27.7,5.6,1.8,0.7,1.2,1.2,2011
1271,Darius Richardson,UTA,22,22.4,3.0,1.1,0.5,0.1,0.1,2011
1272,Ja'Rob McCallum,UWM,33,23.6,1.9,0.8,0.6,0.0,0.0,2011
1273,William Mosley,NSU,32,28.2,9.0,1.2,1.2,4.8,4.8,2011
1274,Brandon Wiley,U of I,32,26.4,4.8,1.4,0.9,1.2,1.2,2011
1275,Dante' Jackson,XAV,32,35.3,3.1,2.0,1.3,0.2,0.2,2011
1276,Rod Singleton,MSU,31,29.9,2.6,3.5,1.1,0.1,0.1,2011
1277,Fuquan Edwin,SHU,31,24.7,3.3,0.9,1.2,0.4,0.4,2011
1278,A.J. Walton,BU,30,33.0,3.1,4.8,2.3,0.1,0.1,2011
1279,Matt Mouzy,UALR,36,18.6,1.6,0.6,0.2,0.1,0.1,2011
1280,Drew Valentine,OU,35,24.7,5.6,1.7,1.2,0.0,0.0,2011
1281,Kerron Johnson,BEL,35,18.2,1.5,2.7,2.0,0.0,0.0,2011
1282,Josh Ritchart,UCD,30,17.7,2.5,0.7,0.4,0.4,0.4,2011
1283,Jordon Crawford,BGSU,33,24.8,2.0,4.0,1.8,0.0,0.0,2011
1284,Perry Webster,CSUF,30,29.8,3.3,5.1,1.1,0.1,0.1,2011
1285,Sammy Zeglinski,UVA,24,25.6,3.1,2.2,1.3,0.2,0.2,2011
1286,Moustapha Diarra,USF,34,16.2,3.5,0.5,0.2,0.9,0.9,2011
1287,Candon Rusin,MAR,33,24.4,1.6,0.8,0.4,0.0,0.0,2011
1288,Lakeem Jackson,USC,26,28.1,5.6,2.5,0.9,0.2,0.2,2011
1289,Julian Vaughn,GU,31,23.6,6.1,1.5,0.3,1.9,1.9,2011
1290,Joel Naburgs,STET,31,28.1,3.2,1.5,0.8,0.1,0.1,2011
1291,Shabazz Napier,UConn,41,23.7,2.4,3.0,1.6,0.1,0.1,2011
1292,Eric May,UI,30,25.0,2.9,1.3,1.3,0.3,0.3,2011
1293,Ahmad Starks,OSU,30,22.0,0.9,1.5,0.6,0.0,0.0,2011
1294,Brandon McGee,GSU,31,19.3,4.8,0.8,0.5,0.2,0.2,2011
1295,Steve Forbes,STET,31,19.0,4.4,0.4,0.6,0.6,0.6,2011
1296,Nick Kellogg,OU,35,25.8,1.4,2.0,0.8,0.0,0.0,2011
1297,Levan Patsatsia,TU,29,26.1,4.8,1.4,0.8,0.3,0.3,2011
1298,Michael Culpo,LIU,33,21.4,3.3,0.6,0.6,0.1,0.1,2011
1299,Tanner Smith,CLEM,32,29.2,3.5,2.8,1.3,0.2,0.2,2011
1300,Denver Holmes,UE,32,25.2,2.1,2.8,0.3,0.1,0.1,2011
1301,Josh Chavis,USCU,28,30.8,1.8,3.0,1.0,0.0,0.0,2011
1302,Gavin Montgomery,UAPB,31,25.9,4.1,1.0,1.5,0.4,0.4,2011
1303,Cody Doolin,USF,34,32.0,3.5,3.5,1.2,0.2,0.2,2011
1304,Kierre Greenwood,CCU,27,28.3,2.9,4.0,1.3,0.3,0.3,2011
1305,Dorvell Carter,MAR,30,22.9,3.5,1.2,0.7,0.1,0.1,2011
1306,Joe Mazzulla,WVU,33,28.8,3.8,4.2,0.8,0.1,0.1,2011
1307,Brandon Boggs,WCU,33,26.2,3.6,0.9,1.0,0.5,0.5,2011
1308,Jaime Serna,UCSB,26,20.0,4.3,0.5,0.5,1.0,1.0,2011
1309,John Galvin,FDU,29,25.9,7.4,0.8,0.5,1.0,1.0,2011
1310,Storm Warren,LSU,29,21.8,5.7,0.4,1.3,1.2,1.2,2011
1311,Ahmad Grant,UNCW,29,29.7,2.7,1.3,0.4,0.7,0.7,2011
1312,Duke Mondy,PROV,28,27.1,3.3,1.2,2.1,0.2,0.2,2011
1313,Trinity Hall,UMKC,28,24.0,3.4,0.7,0.7,0.9,0.9,2011
1314,Tim Douglas,UP,28,20.4,1.6,3.0,0.9,0.0,0.0,2011
1315,Josimar Ayarza,USM,31,18.4,4.0,0.6,0.2,0.7,0.7,2011
1316,Taylor Darby,PU,33,24.8,5.5,0.6,0.5,0.2,0.2,2011
1317,Andrew Beinert,HC,29,29.4,3.0,4.1,0.9,0.0,0.0,2011
1318,Josh Johnson,PC,26,29.3,2.9,1.8,0.7,0.3,0.3,2011
1319,Darien Brothers,RICH,37,22.3,1.8,1.2,0.4,0.1,0.1,2011
1320,Dale Moss,SDSU,31,24.9,4.4,1.7,0.7,0.5,0.5,2011
1321,Sam McLaurin,CCU,33,26.3,7.0,1.1,0.6,1.8,1.8,2011
1322,Lucas Kuipers,RU,32,21.6,3.4,0.8,0.5,0.3,0.3,2011
1323,Aaron Anderson,UND,34,21.9,1.9,1.9,0.7,0.1,0.1,2011
1324,Nick Hendra,AU,31,32.9,3.6,4.3,0.9,0.2,0.2,2011
1325,Jereme Richmond,U of I,31,22.1,5.0,1.8,0.4,0.4,0.4,2011
1326,Jeremiah Kelly,DEP,31,31.7,2.2,2.9,1.7,0.1,0.1,2011
1327,Kevin Bradshaw,UCR,31,24.7,5.2,0.5,0.6,0.5,0.5,2011
1328,David Imes,HOF,33,29.9,6.8,0.7,0.6,0.7,0.7,2011
1329,Josh Harrellson,UK,38,28.5,8.7,0.8,0.9,1.5,1.5,2011
1330,Kevin Parrom,U of A,38,20.1,3.4,2.0,0.6,0.3,0.3,2011
1331,Mackey McKnight,LU,30,26.0,2.3,3.7,0.8,0.1,0.1,2011
1332,Malcolm White,LSU,32,23.7,5.1,0.4,0.4,1.1,1.1,2011
1333,A.J. Hardeman,UNM,34,22.5,4.4,0.6,0.6,0.6,0.6,2011
1334,Marcus Ware,MU,29,20.2,4.3,0.6,0.8,0.2,0.2,2011
1335,Tyrone Watson,NMSU,33,27.5,4.9,2.2,1.2,0.2,0.2,2011
1336,Brock Motum,WSU,35,19.1,3.0,0.9,0.3,0.1,0.1,2011
1337,Gregg Wooten,SU,30,22.3,1.7,1.5,0.7,0.0,0.0,2011
1338,Ivan Aska,MSU,32,21.7,5.3,0.4,0.6,0.5,0.5,2011
1339,Joe Willman,BU,34,21.5,4.6,1.1,0.5,0.3,0.3,2011
1340,Chuck Guy,UALR,36,21.3,2.1,2.0,0.9,0.1,0.1,2011
1341,Rob Chubb,AU,29,20.2,3.8,0.3,0.3,0.7,0.7,2011
1342,Jacquan Nobles,TSU,29,22.8,2.1,0.8,0.6,0.1,0.1,2011
1343,Jordair Jett,SLU,31,24.1,3.1,2.4,1.4,0.4,0.4,2011
1344,James Gallman,MTSU,31,20.9,1.3,1.0,0.5,0.0,0.0,2011
1345,Baden Jaxen,UNC,37,27.0,3.1,2.2,1.2,0.0,0.0,2011
1346,Rashad Savage,CSUB,28,27.9,9.9,0.7,0.6,0.4,0.4,2011
1347,Taylor Broekhuis,AF,30,24.2,3.4,1.4,0.5,0.5,0.5,2011
1348,Alphonso Leary,HU,30,28.1,5.7,0.3,0.6,0.6,0.6,2011
